Beijing,435,8,326
Tianjin,136,3,131
Shanghai,344,3,320
Chongqing,576,6,554
Hebei,318,6,307
Henan,1273,22,1249
Yunnan,174,2,170
Liaoning,125,1,111
Heilongjiang,482,13,436
Hunan,1018,4,995
Anhui,990,6,984
Shandong,760,6,726
Xinjiang,76,3,73
Jiangsu,631,0,627
Zhejiang,1215,1,1195
Jiangxi,935,1,932
Hubei,67773,3046,49134
Guangxi,252,2,238
Gansu,127,2,88
Shanxi,133,0,131
Inner Mongolia,75,1,71
Shaanxi,245,1,232
Jilin,93,1,91
Fujian,296,1,295
Guizhou,146,2,133
Guangdong,1356,8,1282
Qinghai,18,0,18
Tibet,1,0,1
Sichuan,539,3,488
Ningxia,75,0,72
Hainan,168,6,159
Taiwan,48,1,17
Hong Kong,126,3,65
Macau,10,0,10
