Beijing,456,8,369
Tianjin,136,3,133
Shanghai,358,3,325
Chongqing,576,6,570
Hebei,318,6,310
Henan,1273,22,1250
Yunnan,176,2,172
Liaoning,125,1,120
Heilongjiang,482,13,456
Hunan,1018,4,1014
Anhui,990,6,984
Shandong,761,7,746
Xinjiang,76,3,73
Jiangsu,631,0,631
Zhejiang,1232,1,1216
Jiangxi,935,1,934
Hubei,67799,3111,56003
Guangxi,253,2,248
Gansu,133,2,91
Shanxi,133,0,133
Inner Mongolia,75,1,73
Shaanxi,246,3,236
Jilin,93,1,92
Fujian,296,1,295
Guizhou,147,2,144
Guangdong,1364,8,1307
Qinghai,18,0,18
Tibet,1,0,1
Sichuan,540,3,520
Ningxia,75,0,75
Hainan,168,6,161
Taiwan,77,1,22
Hong Kong,162,4,88
Macau,12,0,10
