省份,指标,202004,202003,202002,202001,201912,201911,201910,201909,201908,201907,201906,201905,201904,201903,201902,201901,201812,201811,201810,201909,201908,201907,201906,201905
北京市,房地产施工面积_累计值,11457.624,11099.2074,10738.7155,0,12514.9895,12350.016,12148.1366,12077.2696,11995.4466,11903.8757,11661.6508,11542.2695,11340.0376,11191.8749,11007.3065,0,12962.6071,12705.3118,12426.7899,12150.61,11844.5432,11716.5441,11496.9545,11222.6442
北京市,房地产施工面积_累计增长,1,-0.8,-2.4,0,-3.5,-2.8,-2.2,-0.6,1.3,1.6,1.4,2.8,3.9,4.2,4.2,0,4.4,5.6,7.7,7.4,5.4,5.5,5,6.5
北京市,房地产新开工施工面积_累计值,592.3865,311.1793,103.8715,0,2073.206,1816.7657,1609.2028,1525.7736,1386.5211,1185.2351,971.086,737.5458,526.61,370.9372,156.7247,0,2321.106,2013.6476,1740.303,1508.024,1200.7756,1081.2151,879.3985,587.1713
北京市,房地产新开工施工面积_累计增长,12.5,-16.1,-33.7,0,-10.7,-9.8,-7.5,1.2,15.5,9.6,10.4,25.6,101.2,139.6,93.4,0,-1.7,-1.1,12.5,12.8,-2,-0.5,-6.3,-6.6
北京市,房地产竣工面积_累计值,120.3033,52.7508,50.9652,0,1343.2804,786.5836,627.3903,543.5886,450.0471,392.0552,241.89,147.1219,122.0662,119.5411,56.6661,0,1557.8973,930.1366,663.871,591.0437,487.7784,420.8437,335.2676,320.8897
北京市,房地产竣工面积_累计增长,-1.4,-55.9,-10.1,0,-13.8,-15.4,-5.5,-8,-7.7,-6.8,-27.9,-54.2,-58.9,-35.8,-55.5,0,6.2,12.2,-11.5,-5.7,-18.7,-25.9,-31.2,-21
天津市,房地产施工面积_累计值,10104.9135,9818.3162,9031.126,0,11453.4251,11040.8593,10876.9951,10715.9478,10349.3733,10311.162,9981.6275,9576.9531,9252.4487,8735.3042,7721.503,0,10324.3719,9528.0223,9422.5225,9221.2427,8928.3612,8632.1084,8384.2727,8017.9453
天津市,房地产施工面积_累计增长,9.2,12.4,17,0,10.9,15.9,15.4,16.2,15.9,19.5,19.1,19.4,21.5,21,13,0,17.4,13.4,14.4,13.6,13.1,11.4,10.7,11.5
天津市,房地产新开工施工面积_累计值,468.2656,258.9222,71.6597,0,2544.8399,2395.7462,2252.7934,2105.0089,1817.4762,1762.6985,1584.4973,1269.0764,1017.0063,662.7939,133.2437,0,2479.3425,2815.3729,2592.1598,2409.0796,2112.7083,1848.7875,1601.5119,1250.2634
天津市,房地产新开工施工面积_累计增长,-54,-60.9,-46.2,0,2.6,-14.9,-13.1,-12.6,-14,-4.7,-1.1,1.5,2.5,5.4,-61.1,0,6.2,26.4,23.5,21.6,19.8,14.2,10.3,16.1
天津市,房地产竣工面积_累计值,139.1133,152.5604,103.9241,0,1655.5018,671.7029,463.2269,438.7987,397.6575,410.0142,305.4539,240.8658,179.3601,126.7776,91.4817,0,2092.2248,642.1272,416.6982,331.7643,285.7409,242.4246,232.0258,162.3246
天津市,房地产竣工面积_累计增长,-22.4,20.3,13.6,0,-20.9,4.6,11.2,32.3,39.2,69.1,31.6,48.4,58.9,63.4,213.8,0,3.4,16.1,-11.9,9,11.3,13.1,33.2,8.1
河北省,房地产施工面积_累计值,22584.0974,21673.5288,20943.4887,0,29852.965,29384.4843,28482.5924,27529.2573,26714.9824,25758.9675,24687.7326,23073.7101,22090.3542,21274.6318,20643.6677,0,28172.0613,27540.4086,27096.705,26293.5195,25341.5712,24504.0765,23479.3843,22307.0622
河北省,房地产施工面积_累计增长,2.2,1.9,1.5,0,6,6.7,5.1,4.7,5.4,5.1,5.1,3.4,2.6,2.6,1.7,0,-7.1,-7.8,-7.9,-8.6,-9.4,-10,-10.9,-11.5
河北省,房地产新开工施工面积_累计值,1501.6467,771.4697,166.3631,0,9452.6775,8912.7584,8096.6333,7194.6344,6423.0482,5473.7447,4290.8826,2647.4314,1640.9916,820.4583,218.622,0,8390.0714,7684.0572,7241.3746,6469.182,5517.2337,4679.739,3655.4309,2483.1088
河北省,房地产新开工施工面积_累计增长,-8.5,-6,-23.9,0,12.7,16,11.8,11.2,16.4,17,17.4,6.6,1.9,1,-25.9,0,-0.3,-2.3,-2.1,-3.9,-7.2,-9.9,-15.9,-22.5
河北省,房地产竣工面积_累计值,376.8809,253.1141,121.5992,0,2679.9607,1881.7917,1425.1654,1246.0578,1130.6529,991.616,781.7253,540.7032,487.9508,368.3342,188.9699,0,2390.4077,1859.3087,1607.9057,1444.0915,1204.3244,1099.4371,923.1689,752.1018
河北省,房地产竣工面积_累计增长,-22.8,-31.3,-35.7,0,12.1,1.2,-11.4,-13.7,-6.1,-9.8,-15.3,-28.1,-19.8,-15.4,6.2,0,-30,-23.3,-16.5,-13.4,-12.3,-15.2,-20.6,-17
山西省,房地产施工面积_累计值,17088.6965,16448.6745,15748.8084,0,19548.5452,19255.3943,18794.7998,18484.6288,17831.688,17441.3797,16883.8216,16226.8093,15655.1828,15142.103,14561.9996,0,16949.5583,16709.2398,16391.017,16100.0475,15764.9483,15545.2866,15139.7146,14444.6996
山西省,房地产施工面积_累计增长,9.2,8.6,8.2,0,15.3,15.2,14.7,14.8,13.1,12.2,11.5,12.3,13.1,12.5,10.8,0,2.9,2.4,1.8,1.3,1.4,2,2.1,1.3
山西省,房地产新开工施工面积_累计值,1096.1771,555.5103,37.3104,0,4879.089,4486.8873,4027.0412,3732.8652,3086.6448,2709.2251,2237.3966,1596.6783,1032.3794,592.253,77.2682,0,3872.546,3528.3626,3264.2645,2986.5019,2651.4027,2435.3761,2066.6078,1381.5346
山西省,房地产新开工施工面积_累计增长,6.2,-6.2,-51.7,0,26,27.2,23.4,25,16.4,11.2,8.3,15.6,29.4,41,-23.9,0,17.1,20.3,20.2,18.8,22,31,42.8,53.1
山西省,房地产竣工面积_累计值,140.8924,118.653,93.631,0,2739.2161,1108.628,845.3643,536.4635,483.8546,376.5441,308.7295,251.9764,168.1791,138.6735,84.8429,0,1407.9469,997.2439,771.4417,563.4087,463.0161,387.6312,334.2039,241.5792
山西省,房地产竣工面积_累计增长,-16.2,-14.4,10.4,0,94.6,11.2,9.6,-4.8,4.5,-2.9,-7.6,4.3,-14.8,-4.4,-0.8,0,-28.5,-23.4,-31.7,-37.4,-39.5,-42.4,-31.9,-35.8
内蒙古自治区,房地产施工面积_累计值,11760.4709,11077.7759,10286.2078,0,15889.0841,15796.3724,15440.8167,15182.1818,14827.6098,14315.9349,13350.6626,12833.7563,12192.0992,11924.1651,11132.9368,0,15053.7132,15424.1628,15267.8932,14976.2416,14446.7542,14098.9,13478.7676,12756.4351
内蒙古自治区,房地产施工面积_累计增长,-3.5,-7.1,-7.6,0,5.5,2.4,1.1,1.4,2.6,1.5,-1,0.6,-2.5,-3.1,-12,0,-4.8,-6.9,-7.1,-7.4,-8.5,-9.6,-11.2,-13.4
内蒙古自治区,房地产新开工施工面积_累计值,242.6416,30.3871,0.016,0,3706.0621,3475.664,3205.1722,2892.934,2541.7002,2103.6644,1238.1906,734.0925,373.5751,126.4746,0.05,0,3024.3058,2977.4419,2839.6875,2565.8124,2042.3768,1727.0305,1166.1004,508.8602
内蒙古自治区,房地产新开工施工面积_累计增长,-35,-76,-68,0,22.5,16.7,12.9,12.7,24.4,21.8,6.2,44.3,55,82.4,-99.7,0,28.2,25.4,27.2,28.7,23.5,17.1,7.5,-19.5
内蒙古自治区,房地产竣工面积_累计值,139.2938,37.0687,8.0365,0,950.5595,758.7812,695.5277,630.5008,569.5498,528.2793,366.6652,263.0284,157.8239,126.2449,71.5909,0,1415.7213,1188.6308,1094.614,973.418,841.5601,764.8406,648.6747,393.0833
内蒙古自治区,房地产竣工面积_累计增长,-11.7,-70.6,-88.8,0,-32.9,-36.2,-36.5,-35.2,-32.3,-30.9,-43.5,-33.1,-53.4,-37.6,97.5,0,-17.4,-22.7,-13.9,-3.8,-3.1,12.5,18.3,24
辽宁省,房地产施工面积_累计值,20184.0846,19768.2344,19421.1385,0,23787.4897,23733.6017,23464.4974,23225.1882,23054.828,22720.1523,22324.6181,21443.7191,20961.5467,20560.2153,19950.7633,0,24216.8269,24373.8702,24194.1194,23905.5448,23566.8391,23191.0653,22836.2678,22238.8662
辽宁省,房地产施工面积_累计增长,-3.7,-3.9,-2.7,0,-1.8,-2.6,-3,-2.8,-2.2,-2,-2.2,-3.6,-2.2,-2,-3.3,0,-6.5,-5.9,-5.3,-5.4,-4.5,-4.2,-4,-4.1
